,genome name,species
4887,ESC_IA1443AA_AS.fasta,Escherichia coli
4888,ESC_HA8467AA_AS.fasta,Escherichia coli
4889,ESC_GA9383AA_AS.fasta,Escherichia coli HVH 89 (4-5885604)
4890,ESC_IA0142AA_AS.fasta,Escherichia coli
4891,ESC_HA8333AA_AS.fasta,Escherichia coli
4892,ESC_HA8359AA_AS.fasta,Escherichia coli A35218R
4893,ESC_CA4188AA_AS.fasta,Escherichia coli ATCC BAA-2215
4894,ESC_LA7799AA_AS.fasta,Escherichia coli TW07945
4895,ESC_GA5390AA_AS.fasta,Escherichia coli
4896,ESC_HA8060AA_AS.fasta,Escherichia coli
4897,ESC_BA5152AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
4898,ESC_LA5892AA_AS.fasta,Escherichia coli UMEA 3180-1
4899,ESC_GA9445AA_AS.fasta,Escherichia coli
4900,ESC_FA6876AA_AS.fasta,Escherichia coli
4901,ESC_MA3449AA_AS.fasta,Escherichia coli
4902,ESC_BA6109AA_AS.fasta,Escherichia coli
4903,ESC_MA3453AA_AS.fasta,Escherichia coli
4904,ESC_HA8236AA_AS.fasta,Escherichia coli
4905,ESC_GA6636AA_AS.fasta,Escherichia coli 3-475-03_S4_C1
4906,ESC_PA0811AA_AS.fasta,Escherichia coli
4907,ESC_GA8945AA_AS.fasta,Escherichia coli
4908,ESC_OA9439AA_AS.fasta,Escherichia coli
4909,ESC_KA9624AA_AS.fasta,Escherichia coli
4910,ESC_FA8440AA_AS.fasta,Escherichia coli O26:H11 str. 2009C-3689
4911,ESC_GA8943AA_AS.fasta,Escherichia coli MC21
4912,ESC_IA1452AA_AS.fasta,Escherichia coli
4913,ESC_OA7576AA_AS.fasta,Escherichia coli
4914,ESC_GA8817AA_AS.fasta,Escherichia coli
4915,ESC_HA8335AA_AS.fasta,Escherichia coli IS9
4916,ESC_HA4886AA_AS.fasta,Escherichia coli O157:H7
4917,ESC_NA3261AA_AS.fasta,Escherichia coli O26:H11 str. 2010C-3871
4918,ESC_IA1274AA_AS.fasta,Escherichia coli EC1736
4919,ESC_GA3643AA_AS.fasta,Escherichia coli
4920,ESC_HA9125AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4921,ESC_HA8820AA_AS.fasta,Escherichia coli
4922,ESC_KA5976AA_AS.fasta,Escherichia coli
4923,ESC_KA5999AA_AS.fasta,Escherichia coli
4924,ESC_GA8842AA_AS.fasta,Escherichia coli UMEA 3065-1
4925,ESC_HA4021AA_AS.fasta,Escherichia coli
4926,ESC_HA6261AA_AS.fasta,Escherichia coli O157:H7
4927,ESC_KA1798AA_AS.fasta,Escherichia coli B95
4928,ESC_GA9250AA_AS.fasta,Escherichia coli
4929,ESC_JA1034AA_AS.fasta,Escherichia coli O26:H11 str. CVM10224
4930,ESC_HA2718AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
4931,ESC_HA4920AA_AS.fasta,Escherichia coli O157:H7
4932,ESC_KA7802AA_AS.fasta,Escherichia coli
4933,ESC_HA8392AA_AS.fasta,Escherichia coli
4934,ESC_HA8042AA_AS.fasta,Escherichia coli
4935,ESC_NA9443AA_AS.fasta,Escherichia coli ATCC BAA-2219
4936,ESC_KA6817AA_AS.fasta,Escherichia coli B95
4937,ESC_AA8963AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4938,ESC_HA8180AA_AS.fasta,Escherichia coli
4939,ESC_HA8627AA_AS.fasta,Escherichia coli
4940,ESC_GA9086AA_AS.fasta,Escherichia coli
4941,ESC_IA7069AA_AS.fasta,Escherichia coli
4942,ESC_BA5897AA_AS.fasta,Escherichia coli
4943,ESC_CA3411AA_AS.fasta,Escherichia coli
4944,ESC_AA9138AA_AS.fasta,Escherichia coli TW14301
4945,ESC_KA7431AA_AS.fasta,Escherichia coli 2534-86
4946,ESC_HA7413AA_AS.fasta,Escherichia coli
4947,ESC_LA5806AA_AS.fasta,Escherichia coli O174:H21
4948,ESC_HA8510AA_AS.fasta,Escherichia coli
4949,ESC_GA9195AA_AS.fasta,Escherichia coli
4950,ESC_HA6266AA_AS.fasta,Escherichia coli
4951,ESC_GA6634AA_AS.fasta,Escherichia coli 7-233-03_S4_C3
4952,ESC_HA9075AA_AS.fasta,Escherichia coli UMEA 3609-1
4953,ESC_AA7942AA_AS.fasta,Escherichia coli
4954,ESC_KA6033AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
4955,ESC_IA1476AA_AS.fasta,Escherichia coli
4956,ESC_HA8633AA_AS.fasta,Escherichia coli
4957,ESC_BA8734AA_AS.fasta,Escherichia coli EC1863
4958,ESC_HA7785AA_AS.fasta,Escherichia coli 2-316-03_S3_C2
4959,ESC_HA6263AA_AS.fasta,Escherichia coli O157:H7
4960,ESC_HA2699AA_AS.fasta,Escherichia coli
4961,ESC_CA2484AA_AS.fasta,Escherichia coli TW10246
4962,ESC_LA6624AA_AS.fasta,Escherichia coli PA9
4963,ESC_HA8475AA_AS.fasta,Escherichia coli
4964,ESC_HA8718AA_AS.fasta,Escherichia coli UMEA 3805-1
4965,ESC_HA8813AA_AS.fasta,Escherichia coli
4966,ESC_KA2250AA_AS.fasta,Escherichia coli
4967,ESC_NA8397AA_AS.fasta,Escherichia coli
4968,ESC_GA9591AA_AS.fasta,Escherichia coli O26:H11 str. 11368
4969,ESC_HA8169AA_AS.fasta,Escherichia coli
4970,ESC_LA6462AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
4971,ESC_LA1414AA_AS.fasta,Escherichia coli
4972,ESC_GA9182AA_AS.fasta,Escherichia coli
4973,ESC_HA8213AA_AS.fasta,Escherichia coli O121:H7 str. 2009C-3299
4974,ESC_GA7656AA_AS.fasta,Escherichia coli
4975,ESC_AA9581AA_AS.fasta,Escherichia coli
4976,ESC_LA6366AA_AS.fasta,Escherichia coli B95
4977,ESC_BA0103AA_AS.fasta,Escherichia coli
4978,ESC_KA4414AA_AS.fasta,Escherichia coli B95
4979,ESC_FA6903AA_AS.fasta,Escherichia coli KTE222
4980,ESC_CA4945AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
4981,ESC_IA7203AA_AS.fasta,Escherichia coli KTE222
4982,ESC_LA1431AA_AS.fasta,Escherichia coli
4983,ESC_IA1673AA_AS.fasta,Escherichia coli
4984,ESC_HA7793AA_AS.fasta,Escherichia coli
4985,ESC_CA6253AA_AS.fasta,Escherichia coli
4986,ESC_IA1705AA_AS.fasta,Escherichia coli
4987,ESC_HA8532AA_AS.fasta,Escherichia coli UMEA 3176-1
4988,ESC_FA8263AA_AS.fasta,Escherichia coli O111:NM str. 2011C-3679
4989,ESC_GA2741AA_AS.fasta,Escherichia coli O121:H7 str. 2009C-3299
4990,ESC_HA8446AA_AS.fasta,Escherichia coli
4991,ESC_FA9654AA_AS.fasta,Escherichia coli 3.2608
4992,ESC_LA5850AA_AS.fasta,Escherichia coli
4993,ESC_GA8808AA_AS.fasta,Escherichia coli
4994,ESC_HA6288AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4995,ESC_BA0585AA_AS.fasta,Escherichia coli
4996,ESC_HA8396AA_AS.fasta,Escherichia coli KOEGE 3 (4a)
4997,ESC_LA5509AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
4998,ESC_HA8734AA_AS.fasta,Escherichia coli
4999,ESC_HA7901AA_AS.fasta,Escherichia coli
5000,ESC_GA6487AA_AS.fasta,Escherichia coli
5001,ESC_NA3248AA_AS.fasta,Escherichia coli ATCC BAA-2193
5002,ESC_BA9811AA_AS.fasta,Escherichia coli KTE215
5003,ESC_IA2279AA_AS.fasta,Escherichia coli
5004,ESC_HA6303AA_AS.fasta,Escherichia coli
5005,ESC_GA6710AA_AS.fasta,Escherichia coli
5006,ESC_GA9145AA_AS.fasta,Escherichia coli
5007,ESC_HA8147AA_AS.fasta,Escherichia coli UMEA 3124-1
5008,ESC_IA1184AA_AS.fasta,Escherichia coli C354_03B
5009,ESC_LA5461AA_AS.fasta,Escherichia coli O157:H7 str. F6750
5010,ESC_FA5568AA_AS.fasta,Escherichia coli B95
5011,ESC_GA9418AA_AS.fasta,Escherichia coli UMEA 3053-1
5012,ESC_GA6872AA_AS.fasta,Escherichia coli
5013,ESC_OA9371AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
5014,ESC_IA8278AA_AS.fasta,Escherichia coli
5015,ESC_IA1465AA_AS.fasta,Escherichia coli
5016,ESC_GA6711AA_AS.fasta,Escherichia coli
5017,ESC_CA0463AA_AS.fasta,Escherichia coli
5018,ESC_HA9067AA_AS.fasta,Escherichia coli
5019,ESC_LA5768AA_AS.fasta,Escherichia coli
5020,ESC_KA7427AA_AS.fasta,Escherichia coli
5021,ESC_HA8628AA_AS.fasta,Escherichia coli
5022,ESC_FA7644AA_AS.fasta,Escherichia coli O103:H2 str. 2009C-3279
5023,ESC_FA8155AA_AS.fasta,Escherichia coli O111:NM str. 2010C-4735
5024,ESC_GA9265AA_AS.fasta,Escherichia coli KOEGE 70 (185a)
5025,ESC_HA8639AA_AS.fasta,Escherichia coli UMEA 3180-1
5026,ESC_HA4891AA_AS.fasta,Escherichia coli O157:H7
5027,ESC_HA4876AA_AS.fasta,Escherichia coli O157:H7
5028,ESC_OA0071AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
5029,ESC_HA8995AA_AS.fasta,Escherichia coli
5030,ESC_HA1752AA_AS.fasta,Escherichia coli
5031,ESC_HA1782AA_AS.fasta,Escherichia coli
5032,ESC_HA5980AA_AS.fasta,Escherichia coli
5033,ESC_HA3298AA_AS.fasta,Escherichia coli
5034,ESC_HA5885AA_AS.fasta,Escherichia coli
5035,ESC_KA6035AA_AS.fasta,Escherichia coli
5036,ESC_HA7759AA_AS.fasta,Escherichia coli
5037,ESC_GA6860AA_AS.fasta,Escherichia coli UMEA 3889-1
5038,ESC_GA2935AA_AS.fasta,Escherichia coli NE1487
5039,ESC_GA0457AA_AS.fasta,Escherichia coli O69:H11 str. 07-3763
5040,ESC_HA0329AA_AS.fasta,Escherichia coli TW07945
5041,ESC_KA0426AA_AS.fasta,Escherichia coli NE1487
5042,ESC_HA8143AA_AS.fasta,Escherichia coli DEC8A
5043,ESC_KA4961AA_AS.fasta,Escherichia coli O157:H7 str. F7377
5044,ESC_LA6362AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
5045,ESC_HA8461AA_AS.fasta,Escherichia coli
5046,ESC_GA9366AA_AS.fasta,Escherichia coli
5047,ESC_HA5870AA_AS.fasta,Escherichia coli
5048,ESC_KA6005AA_AS.fasta,Escherichia coli O26:H11 str. 2010C-3051
5049,ESC_GA6885AA_AS.fasta,"[2 seqs] NZ_KB733039.1 Escherichia coli KTE54 acASs-supercont1.1, whole genome shotgun sequence [...]"
5050,ESC_KA5362AA_AS.fasta,Escherichia coli B95
5051,ESC_OA0072AA_AS.fasta,Escherichia coli PA38
5052,ESC_HA8162AA_AS.fasta,Escherichia coli
5053,ESC_HA7943AA_AS.fasta,Escherichia coli A35218R
5054,ESC_HA5883AA_AS.fasta,Escherichia coli 3.4870
5055,ESC_HA7894AA_AS.fasta,Escherichia coli
5056,ESC_GA9114AA_AS.fasta,Escherichia coli
5057,ESC_CA1039AA_AS.fasta,Escherichia coli
5058,ESC_GA6831AA_AS.fasta,Escherichia coli
5059,ESC_FA6057AA_AS.fasta,Escherichia coli O157:H7
5060,ESC_GA2881AA_AS.fasta,Escherichia coli ATCC BAA-2219
5061,ESC_HA4899AA_AS.fasta,Escherichia coli O157:H7
5062,ESC_HA7761AA_AS.fasta,Escherichia coli
5063,ESC_IA8218AA_AS.fasta,Escherichia coli EC4437
5064,ESC_KA6812AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
5065,ESC_LA7808AA_AS.fasta,Escherichia coli PA9
5066,ESC_HA2707AA_AS.fasta,Escherichia coli
5067,ESC_HA8346AA_AS.fasta,Escherichia coli KTE207
5068,ESC_HA9055AA_AS.fasta,Escherichia coli
5069,ESC_HA0122AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
5070,ESC_HA8463AA_AS.fasta,Escherichia coli UMEA 3124-1
5071,ESC_BA7049AA_AS.fasta,Escherichia coli B95
5072,ESC_BA3812AA_AS.fasta,Escherichia coli
5073,ESC_GA1530AA_AS.fasta,Escherichia coli ATCC BAA-2215
5074,ESC_HA7440AA_AS.fasta,Escherichia coli
5075,ESC_HA8381AA_AS.fasta,Escherichia coli
5076,ESC_GA6609AA_AS.fasta,Escherichia coli
5077,ESC_KA1617AA_AS.fasta,Escherichia coli O157:H7 str. EC4076
5078,ESC_KA6012AA_AS.fasta,Escherichia coli O26:H11 str. CVM10021
5079,ESC_LA5904AA_AS.fasta,Escherichia coli
5080,ESC_NA9468AA_AS.fasta,Escherichia coli O157:H7
5081,ESC_HA3280AA_AS.fasta,Escherichia coli
5082,ESC_GA9679AA_AS.fasta,Escherichia coli 8.2524
5083,ESC_GA9123AA_AS.fasta,Escherichia coli
5084,ESC_LA2126AA_AS.fasta,Escherichia coli O157:H7 str. F7377
5085,ESC_CA1462AA_AS.fasta,Escherichia coli O157
5086,ESC_HA9083AA_AS.fasta,Escherichia coli
5087,ESC_HA8230AA_AS.fasta,Escherichia coli
5088,ESC_GA0131AA_AS.fasta,Escherichia coli
5089,ESC_GA5722AA_AS.fasta,Escherichia coli
5090,ESC_CA1057AA_AS.fasta,Escherichia coli
5091,ESC_HA8241AA_AS.fasta,Escherichia coli
5092,ESC_CA4431AA_AS.fasta,Escherichia coli B95
5093,ESC_HA8611AA_AS.fasta,Escherichia coli KTE77
5094,ESC_CA2842AA_AS.fasta,Escherichia coli
5095,ESC_HA8190AA_AS.fasta,Escherichia coli HVH 9 (4-6942539)
5096,ESC_GA8905AA_AS.fasta,Escherichia coli
5097,ESC_KA2145AA_AS.fasta,Escherichia coli B95
5098,ESC_IA1634AA_AS.fasta,Escherichia coli
5099,ESC_HA8080AA_AS.fasta,Escherichia coli KTE28
5100,ESC_FA8257AA_AS.fasta,Escherichia coli
5101,ESC_LA1403AA_AS.fasta,Escherichia coli
5102,ESC_IA0006AA_AS.fasta,Escherichia coli
5103,ESC_FA8259AA_AS.fasta,Escherichia coli B95
5104,ESC_IA0145AA_AS.fasta,Escherichia coli
5105,ESC_FA4788AA_AS.fasta,Escherichia coli
5106,ESC_HA1767AA_AS.fasta,Escherichia coli UMEA 3317-1
5107,ESC_LA6456AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
5108,ESC_NA8410AA_AS.fasta,Escherichia coli
5109,ESC_IA7047AA_AS.fasta,Escherichia coli DEC7E
5110,ESC_KA5676AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
5111,ESC_HA8264AA_AS.fasta,Escherichia coli
5112,ESC_HA8316AA_AS.fasta,Escherichia coli E1140
5113,ESC_HA4977AA_AS.fasta,Escherichia coli O157:H7
5114,ESC_HA4860AA_AS.fasta,Escherichia coli O157:H7
5115,ESC_FA9841AA_AS.fasta,Escherichia coli
5116,ESC_EA4380AA_AS.fasta,Escherichia coli TW07945
5117,ESC_HA8410AA_AS.fasta,Escherichia coli O157:H43
5118,ESC_HA9084AA_AS.fasta,Escherichia coli UMEA 3693-1
5119,ESC_KA9610AA_AS.fasta,Escherichia coli
5120,ESC_GA9426AA_AS.fasta,Escherichia coli
5121,ESC_IA0068AA_AS.fasta,Escherichia coli
5122,ESC_CA0425AA_AS.fasta,Escherichia coli
5123,ESC_LA4792AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
5124,ESC_HA8531AA_AS.fasta,Escherichia coli
5125,ESC_FA6834AA_AS.fasta,Escherichia coli O139:H28 str. E24377A
5126,ESC_CA6291AA_AS.fasta,Escherichia coli TW10119
5127,ESC_KA2248AA_AS.fasta,Escherichia coli O157:H7 str. F7384
5128,ESC_HA8270AA_AS.fasta,Escherichia coli
5129,ESC_HA8701AA_AS.fasta,Escherichia coli
5130,ESC_NA8731AA_AS.fasta,Escherichia coli O157:H7 str. 2010C-4979C1
5131,ESC_GA9235AA_AS.fasta,Escherichia coli KTE158
5132,ESC_IA0658AA_AS.fasta,Escherichia coli 2534-86
5133,ESC_GA8825AA_AS.fasta,Escherichia coli
5134,ESC_MA8347AA_AS.fasta,Escherichia coli O157:H7
5135,ESC_HA8818AA_AS.fasta,Escherichia coli M718
5136,ESC_GA8997AA_AS.fasta,Escherichia coli
5137,ESC_OA0081AA_AS.fasta,Escherichia coli NE1487
5138,ESC_GA2902AA_AS.fasta,Escherichia coli O157:H7
5139,ESC_HA8797AA_AS.fasta,Escherichia coli
5140,ESC_BA7435AA_AS.fasta,Escherichia coli
5141,ESC_GA3496AA_AS.fasta,Escherichia coli MA6
5142,ESC_GA8874AA_AS.fasta,Escherichia coli
5143,ESC_GA3098AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
5144,ESC_KA7425AA_AS.fasta,Escherichia coli M919
5145,ESC_KA9618AA_AS.fasta,Escherichia coli
5146,ESC_HA8367AA_AS.fasta,Escherichia coli 2-011-08_S4_C1
5147,ESC_NA9415AA_AS.fasta,Escherichia coli
5148,ESC_GA9143AA_AS.fasta,Escherichia coli
5149,ESC_IA1181AA_AS.fasta,Escherichia coli CB7326
5150,ESC_HA8790AA_AS.fasta,Escherichia coli
5151,ESC_KA7567AA_AS.fasta,Escherichia coli O157:H7
5152,ESC_HA8158AA_AS.fasta,Escherichia coli
5153,ESC_HA1832AA_AS.fasta,Escherichia coli
5154,ESC_HA5976AA_AS.fasta,Escherichia coli KTE207
5155,ESC_CA5241AA_AS.fasta,Escherichia coli
5156,ESC_IA2265AA_AS.fasta,Escherichia coli
5157,ESC_BA6633AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
5158,ESC_CA2851AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5159,ESC_HA1746AA_AS.fasta,Escherichia coli
5160,ESC_LA5816AA_AS.fasta,Escherichia coli 99.0741
5161,ESC_GA8792AA_AS.fasta,Escherichia coli
5162,ESC_LA5905AA_AS.fasta,Escherichia coli
5163,ESC_CA2905AA_AS.fasta,Escherichia coli
5164,ESC_IA0038AA_AS.fasta,Escherichia coli
5165,ESC_IA1664AA_AS.fasta,Escherichia coli
5166,ESC_LA1415AA_AS.fasta,Escherichia coli
5167,ESC_IA0061AA_AS.fasta,Escherichia coli
5168,ESC_KA4779AA_AS.fasta,Escherichia coli NE1487
5169,ESC_BA0608AA_AS.fasta,Escherichia coli
5170,ESC_HA8811AA_AS.fasta,Escherichia coli 7-233-03_S4_C2
5171,ESC_GA3746AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
5172,ESC_KA7862AA_AS.fasta,Escherichia coli O157:H7 str. TW14588
5173,ESC_LA5810AA_AS.fasta,Escherichia coli ATCC BAA-2219
5174,ESC_IA6416AA_AS.fasta,Escherichia coli
5175,ESC_CA3904AA_AS.fasta,Escherichia coli 90.2281
5176,ESC_GA9104AA_AS.fasta,Escherichia coli UMEA 3160-1
5177,ESC_IA1492AA_AS.fasta,Escherichia coli
5178,ESC_IA0134AA_AS.fasta,Escherichia coli
5179,ESC_HA8692AA_AS.fasta,Escherichia coli
5180,ESC_GA6619AA_AS.fasta,Escherichia coli
5181,ESC_HA8445AA_AS.fasta,Escherichia coli APEC O78
5182,ESC_CA5108AA_AS.fasta,Escherichia coli
5183,ESC_BA2618AA_AS.fasta,Escherichia coli O157
5184,ESC_CA3787AA_AS.fasta,Escherichia coli
5185,ESC_CA0461AA_AS.fasta,Escherichia coli
5186,ESC_HA5831AA_AS.fasta,Escherichia coli
5187,ESC_FA7487AA_AS.fasta,Escherichia coli 2534-86
5188,ESC_GA9162AA_AS.fasta,Escherichia coli C418_89
5189,ESC_HA2708AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
5190,ESC_GA9252AA_AS.fasta,Escherichia coli HVH 140 (4-5894387)
5191,ESC_BA1103AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5192,ESC_HA3303AA_AS.fasta,Escherichia coli
5193,ESC_BA4096AA_AS.fasta,Escherichia coli
5194,ESC_IA1296AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
5195,ESC_BA5743AA_AS.fasta,Escherichia coli
5196,ESC_BA5944AA_AS.fasta,Escherichia coli
5197,ESC_HA0133AA_AS.fasta,Escherichia coli
5198,ESC_BA4571AA_AS.fasta,Escherichia coli
5199,ESC_HA8716AA_AS.fasta,Escherichia coli K-12
5200,ESC_IA0071AA_AS.fasta,Escherichia coli 95.0941
5201,ESC_GA3667AA_AS.fasta,Escherichia coli
5202,ESC_IA0161AA_AS.fasta,Escherichia coli IAI1
5203,ESC_CA5147AA_AS.fasta,Escherichia coli
5204,ESC_FA4843AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
5205,ESC_CA3412AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
5206,ESC_IA1182AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5207,ESC_LA1496AA_AS.fasta,Escherichia coli C213_10
5208,ESC_PA0713AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
5209,ESC_GA9405AA_AS.fasta,Escherichia coli WV_060327
5210,ESC_IA0016AA_AS.fasta,Escherichia coli 3006
5211,ESC_LA5739AA_AS.fasta,Escherichia coli
5212,ESC_BA9983AA_AS.fasta,Escherichia coli O157:H7
5213,ESC_BA9838AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5214,ESC_HA1772AA_AS.fasta,Escherichia coli
5215,ESC_GA9402AA_AS.fasta,Escherichia coli
5216,ESC_HA8220AA_AS.fasta,Escherichia coli HVH 196 (4-4530470)
5217,ESC_BA8054AA_AS.fasta,Escherichia coli
5218,ESC_KA7785AA_AS.fasta,Escherichia coli
5219,ESC_GA9077AA_AS.fasta,Escherichia coli O26:H11 str. 2011C-3270
5220,ESC_FA6806AA_AS.fasta,Escherichia coli
5221,ESC_IA8300AA_AS.fasta,Escherichia coli MA6
5222,ESC_HA1828AA_AS.fasta,Escherichia coli
5223,ESC_KA6003AA_AS.fasta,Escherichia coli
5224,ESC_AA9354AA_AS.fasta,Escherichia coli
5225,ESC_FA7669AA_AS.fasta,Escherichia coli
5226,ESC_HA8720AA_AS.fasta,Escherichia coli UMEA 3161-1
5227,ESC_IA1167AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5228,ESC_GA8803AA_AS.fasta,Escherichia coli KOEGE 58 (171a)
5229,ESC_IA0054AA_AS.fasta,Escherichia coli
5230,ESC_IA1447AA_AS.fasta,Escherichia coli
5231,ESC_HA8697AA_AS.fasta,Escherichia coli
5232,ESC_GA2937AA_AS.fasta,Escherichia coli TW09109
5233,ESC_HA8016AA_AS.fasta,Escherichia coli LF82
5234,ESC_HA8387AA_AS.fasta,Escherichia coli
5235,ESC_CA1298AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5236,ESC_CA3925AA_AS.fasta,Escherichia coli B95
5237,ESC_GA8966AA_AS.fasta,Escherichia coli
5238,ESC_OA5501AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
5239,ESC_NA8417AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
5240,ESC_HA7463AA_AS.fasta,Escherichia coli
5241,ESC_HA8361AA_AS.fasta,Escherichia coli UMEA 3718-1
5242,ESC_IA8122AA_AS.fasta,Escherichia coli 95.0943
5243,ESC_LA4819AA_AS.fasta,Escherichia coli O69:H11 str. 07-3763
5244,ESC_HA8621AA_AS.fasta,Escherichia coli 96.154
5245,ESC_GA6785AA_AS.fasta,Escherichia coli
5246,ESC_HA8699AA_AS.fasta,Escherichia sp. TW09231
5247,ESC_MA8379AA_AS.fasta,Escherichia coli 8.2524
5248,ESC_KA6811AA_AS.fasta,Escherichia coli O157:H7
5249,ESC_HA8762AA_AS.fasta,Escherichia sp. TW09276
5250,ESC_HA8480AA_AS.fasta,Escherichia coli KTE47
5251,ESC_CA2973AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5252,ESC_CA6765AA_AS.fasta,Escherichia coli O157
5253,ESC_HA8578AA_AS.fasta,Escherichia coli
5254,ESC_IA1912AA_AS.fasta,Escherichia coli PA9
5255,ESC_BA2377AA_AS.fasta,Escherichia coli
5256,ESC_GA8866AA_AS.fasta,Escherichia coli 2-156-04_S4_C2
5257,ESC_HA8022AA_AS.fasta,Escherichia coli
5258,ESC_BA5237AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5259,ESC_AA7989AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5260,ESC_HA7806AA_AS.fasta,Escherichia coli 1-250-04_S4_C1
5261,ESC_HA9047AA_AS.fasta,Escherichia coli 2-177-06_S4_C1
5262,ESC_LA1397AA_AS.fasta,Escherichia coli
5263,ESC_IA8126AA_AS.fasta,Escherichia coli FDA507
5264,ESC_FA6056AA_AS.fasta,Escherichia coli
5265,ESC_IA1285AA_AS.fasta,Escherichia coli
5266,ESC_GA8953AA_AS.fasta,Escherichia coli
5267,ESC_IA2276AA_AS.fasta,Escherichia coli O174:H21
5268,ESC_KA5990AA_AS.fasta,Escherichia coli
5269,ESC_FA4838AA_AS.fasta,Escherichia coli O157:H7 str. 08-3037
5270,ESC_HA2711AA_AS.fasta,Escherichia coli
5271,ESC_HA7489AA_AS.fasta,Escherichia coli FRIK2001
5272,ESC_KA1839AA_AS.fasta,Escherichia coli NE1487
5273,ESC_NA9501AA_AS.fasta,Escherichia coli FRIK2001
5274,ESC_HA7795AA_AS.fasta,Escherichia coli 2-316-03_S4_C1
5275,ESC_LA5459AA_AS.fasta,Escherichia coli 93-001
5276,ESC_HA4000AA_AS.fasta,Escherichia coli
5277,ESC_IA8024AA_AS.fasta,Escherichia coli 93-001
5278,ESC_BA7689AA_AS.fasta,Escherichia coli C354_03B
5279,ESC_HA8145AA_AS.fasta,Escherichia coli
5280,ESC_LA1423AA_AS.fasta,Escherichia coli
5281,ESC_HA7767AA_AS.fasta,Escherichia coli
5282,ESC_LA5743AA_AS.fasta,Escherichia coli O118:H16 str. 06-3612
5283,ESC_BA3672AA_AS.fasta,Escherichia coli
5284,ESC_AA9722AA_AS.fasta,Escherichia coli
5285,ESC_HA8084AA_AS.fasta,Escherichia coli LY180
5286,ESC_HA9926AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
5287,ESC_IA3023AA_AS.fasta,Escherichia coli B95
5288,ESC_CA0666AA_AS.fasta,Escherichia coli C80_08
5289,ESC_HA8708AA_AS.fasta,Escherichia coli 5-172-05_S4_C3
5290,ESC_GA3739AA_AS.fasta,Escherichia coli O157:H7
5291,ESC_BA1853AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
5292,ESC_HA9070AA_AS.fasta,Escherichia coli HM26
5293,ESC_BA2091AA_AS.fasta,Escherichia coli O26:H11 str. 11368
5294,ESC_IA0186AA_AS.fasta,Escherichia coli
5295,ESC_KA6038AA_AS.fasta,Escherichia coli
5296,ESC_IA1228AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
5297,ESC_BA8349AA_AS.fasta,Escherichia coli O157
5298,ESC_BA4227AA_AS.fasta,Escherichia coli O157
5299,ESC_GA9263AA_AS.fasta,Escherichia coli
5300,ESC_IA1461AA_AS.fasta,Escherichia coli
5301,ESC_HA8049AA_AS.fasta,Escherichia coli
5302,ESC_HA7506AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
5303,ESC_GA8854AA_AS.fasta,Escherichia coli
5304,ESC_GA0144AA_AS.fasta,Escherichia coli
5305,ESC_BA9322AA_AS.fasta,Escherichia coli O157:H7 str. 08-4169
5306,ESC_GA9243AA_AS.fasta,Escherichia coli M718
