,genome name,species
2851,ESC_HA0150AA_AS.fasta,Escherichia coli
2852,ESC_CA2835AA_AS.fasta,Escherichia coli O157
2853,ESC_GA3663AA_AS.fasta,Escherichia coli O111:NM str. 2010C-4818
2854,ESC_CA6317AA_AS.fasta,Escherichia coli
2855,ESC_GA8867AA_AS.fasta,Escherichia coli
2856,ESC_CA0984AA_AS.fasta,Escherichia coli
2857,ESC_BA8396AA_AS.fasta,Escherichia coli
2858,ESC_GA8859AA_AS.fasta,Escherichia coli
2859,ESC_GA6661AA_AS.fasta,Escherichia coli
2860,ESC_CA6510AA_AS.fasta,Escherichia coli
2861,ESC_FA6808AA_AS.fasta,Escherichia coli KTE212
2862,ESC_GA7524AA_AS.fasta,Escherichia coli FDA507
2863,ESC_GA6897AA_AS.fasta,Escherichia coli
2864,ESC_AA9715AA_AS.fasta,Escherichia coli E1140
2865,ESC_LA1436AA_AS.fasta,Escherichia coli
2866,ESC_GA6832AA_AS.fasta,Escherichia coli
2867,ESC_IA1193AA_AS.fasta,Escherichia coli
2868,ESC_KA7271AA_AS.fasta,Escherichia coli
2869,ESC_HA2655AA_AS.fasta,Escherichia coli
2870,ESC_LA5466AA_AS.fasta,Escherichia coli
2871,ESC_GA8968AA_AS.fasta,Escherichia coli KTE166
2872,ESC_PA1908AA_AS.fasta,Escherichia coli O26:H11 str. 2010C-3871
2873,ESC_FA6872AA_AS.fasta,Escherichia coli 2-210-07_S4_C3
2874,ESC_HA2002AA_AS.fasta,Escherichia coli
2875,ESC_BA8487AA_AS.fasta,Escherichia coli 93.0055
2876,ESC_GA6522AA_AS.fasta,Escherichia coli 3.2608
2877,ESC_HA8275AA_AS.fasta,Escherichia coli KTE240
2878,ESC_LA5875AA_AS.fasta,Escherichia coli KTE233
2879,ESC_HA7531AA_AS.fasta,Escherichia coli
2880,ESC_GA3700AA_AS.fasta,Escherichia coli
2881,ESC_FA6826AA_AS.fasta,Escherichia coli
2882,ESC_HA8224AA_AS.fasta,Escherichia coli TW10828
2883,ESC_AA9812AA_AS.fasta,Escherichia coli
2884,ESC_GA2550AA_AS.fasta,Escherichia coli ATCC 35150
2885,ESC_GA6610AA_AS.fasta,Escherichia coli O157:H7 str. EC4076
2886,ESC_BA9995AA_AS.fasta,Escherichia coli
2887,ESC_IA1183AA_AS.fasta,Escherichia coli
2888,ESC_IA1671AA_AS.fasta,Escherichia coli
2889,ESC_LA1531AA_AS.fasta,Escherichia coli
2890,ESC_GA2930AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
2891,ESC_HA9087AA_AS.fasta,Escherichia coli
2892,ESC_GA3679AA_AS.fasta,Escherichia coli
2893,ESC_HA8167AA_AS.fasta,Escherichia coli
2894,ESC_CA6386AA_AS.fasta,Escherichia coli C354_03B
2895,ESC_FA8437AA_AS.fasta,Escherichia coli
2896,ESC_GA8999AA_AS.fasta,Escherichia coli O145:H28 str. 4865/96
2897,ESC_HA8372AA_AS.fasta,Escherichia coli IAI1
2898,ESC_HA8482AA_AS.fasta,Escherichia coli
2899,ESC_HA3947AA_AS.fasta,Escherichia coli
2900,ESC_BA3234AA_AS.fasta,Escherichia coli EC1869
2901,ESC_IA6985AA_AS.fasta,Escherichia coli
2902,ESC_GA8891AA_AS.fasta,Escherichia coli
2903,ESC_LA1426AA_AS.fasta,Escherichia coli
2904,ESC_HA8592AA_AS.fasta,Escherichia coli
2905,ESC_LA5752AA_AS.fasta,Escherichia coli
2906,ESC_AA9243AA_AS.fasta,Escherichia coli EC4203
2907,ESC_HA8702AA_AS.fasta,Escherichia coli KTE19
2908,ESC_HA8105AA_AS.fasta,Escherichia coli 2-316-03_S3_C1
2909,ESC_HA7895AA_AS.fasta,Escherichia coli APEC O78
2910,ESC_GA0147AA_AS.fasta,Escherichia coli O26:H11 str. 2011C-3270
2911,ESC_BA8860AA_AS.fasta,Escherichia coli 90.2281
2912,ESC_FA6865AA_AS.fasta,Escherichia coli
2913,ESC_KA5969AA_AS.fasta,Escherichia coli
2914,ESC_IA2229AA_AS.fasta,Escherichia coli
2915,ESC_HA7957AA_AS.fasta,Escherichia coli KTE19
2916,ESC_BA7982AA_AS.fasta,Escherichia coli
2917,ESC_GA4826AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2918,ESC_IA1277AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2919,ESC_CA4580AA_AS.fasta,Escherichia coli
2920,ESC_HA7775AA_AS.fasta,Escherichia coli
2921,ESC_LA4829AA_AS.fasta,Escherichia coli O118:H16 str. 06-3612
2922,ESC_HA7285AA_AS.fasta,Escherichia coli KTE190
2923,ESC_GA8809AA_AS.fasta,Escherichia coli A25922R
2924,ESC_GA6840AA_AS.fasta,Escherichia coli
2925,ESC_NA8576AA_AS.fasta,Escherichia coli
2926,ESC_CA0358AA_AS.fasta,Escherichia coli
2927,ESC_GA0148AA_AS.fasta,Escherichia coli O69:H11 str. 07-3763
2928,ESC_IA8082AA_AS.fasta,Escherichia coli B93
2929,ESC_HA7415AA_AS.fasta,Escherichia coli UMEA 3682-1
2930,ESC_GA6842AA_AS.fasta,Escherichia coli O111:NM str. 2010C-4622
2931,ESC_IA2235AA_AS.fasta,Escherichia coli HVH 7 (4-7315031)
2932,ESC_HA8730AA_AS.fasta,Escherichia coli KTE100
2933,ESC_GA8486AA_AS.fasta,Escherichia coli
2934,ESC_OA0193AA_AS.fasta,Escherichia coli PA32
2935,ESC_HA4978AA_AS.fasta,Escherichia coli O157:H7
2936,ESC_HA7472AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
2937,ESC_HA8519AA_AS.fasta,Escherichia coli
2938,ESC_HA6284AA_AS.fasta,Escherichia coli O157:H7
2939,ESC_HA8330AA_AS.fasta,Escherichia coli LY180
2940,ESC_BA7650AA_AS.fasta,Escherichia coli 2-177-06_S4_C1
2941,ESC_HA8424AA_AS.fasta,Escherichia coli O103:H11 str. 04-3023
2942,ESC_GA9682AA_AS.fasta,Escherichia coli 8.2524
2943,ESC_OA7580AA_AS.fasta,Escherichia coli O104:H4 str. 11-02030
2944,ESC_HA8205AA_AS.fasta,Escherichia coli
2945,ESC_IA0168AA_AS.fasta,Escherichia coli
2946,ESC_IA1649AA_AS.fasta,Escherichia coli
2947,ESC_HA2674AA_AS.fasta,Escherichia coli
2948,ESC_OA6266AA_AS.fasta,Escherichia coli
2949,ESC_HA8327AA_AS.fasta,Escherichia coli TA143
2950,ESC_BA0988AA_AS.fasta,Escherichia coli PA33
2951,ESC_CA0434AA_AS.fasta,Escherichia coli
2952,ESC_GA6875AA_AS.fasta,Escherichia coli GSK202U
2953,ESC_CA5033AA_AS.fasta,Escherichia coli
2954,ESC_HA6253AA_AS.fasta,Escherichia coli O157:H7
2955,ESC_GA1474AA_AS.fasta,Escherichia coli
2956,ESC_HA7491AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
2957,ESC_HA0311AA_AS.fasta,Escherichia coli C824_10
2958,ESC_HA8827AA_AS.fasta,Escherichia coli 3-105-05_S4_C1
2959,ESC_HA8822AA_AS.fasta,Escherichia coli
2960,ESC_GA9429AA_AS.fasta,Escherichia coli
2961,ESC_LA2133AA_AS.fasta,Escherichia coli 90.2281
2962,ESC_CA5887AA_AS.fasta,Escherichia coli O157
2963,ESC_HA1741AA_AS.fasta,Escherichia coli HVH 222 (4-2977443)
2964,ESC_HA8390AA_AS.fasta,Escherichia coli
2965,ESC_KA1706AA_AS.fasta,Escherichia coli NE1487
2966,ESC_GA2913AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
2967,ESC_HA8758AA_AS.fasta,Escherichia coli
2968,ESC_IA0156AA_AS.fasta,Escherichia coli
2969,ESC_HA8279AA_AS.fasta,Escherichia coli
2970,ESC_CA2866AA_AS.fasta,Escherichia coli
2971,ESC_HA8019AA_AS.fasta,Escherichia coli
2972,ESC_GA2912AA_AS.fasta,Escherichia coli FDA504
2973,ESC_LA5468AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2113
2974,ESC_HA5855AA_AS.fasta,Escherichia coli
2975,ESC_KA5972AA_AS.fasta,Escherichia coli
2976,ESC_IA0001AA_AS.fasta,Escherichia coli
2977,ESC_CA1776AA_AS.fasta,Escherichia coli
2978,ESC_BA8823AA_AS.fasta,Escherichia coli
2979,ESC_GA8904AA_AS.fasta,Escherichia coli
2980,ESC_BA6873AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
2981,ESC_IA1206AA_AS.fasta,Escherichia coli
2982,ESC_HA8478AA_AS.fasta,Escherichia coli
2983,ESC_FA6027AA_AS.fasta,Escherichia coli
2984,ESC_GA3750AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2113
2985,ESC_BA5837AA_AS.fasta,Escherichia coli
2986,ESC_KA4406AA_AS.fasta,Escherichia coli NE1487
2987,ESC_IA1662AA_AS.fasta,Escherichia coli
2988,ESC_HA8528AA_AS.fasta,Escherichia coli
2989,ESC_GA9238AA_AS.fasta,Escherichia coli HVH 53 (4-0631051)
2990,ESC_CA5026AA_AS.fasta,Escherichia coli EC1869
2991,ESC_IA1216AA_AS.fasta,Escherichia coli
2992,ESC_NA8430AA_AS.fasta,Escherichia coli
2993,ESC_HA1749AA_AS.fasta,Escherichia coli
2994,ESC_HA4830AA_AS.fasta,Escherichia coli O157:H7
2995,ESC_PA1942AA_AS.fasta,Escherichia coli
2996,ESC_HA8206AA_AS.fasta,Escherichia coli APEC IMT5155
2997,ESC_FA6893AA_AS.fasta,Escherichia coli C262_10
2998,ESC_JA1035AA_AS.fasta,Escherichia coli
2999,ESC_AA9679AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3000,ESC_HA8642AA_AS.fasta,Escherichia coli
3001,ESC_GA8925AA_AS.fasta,Escherichia coli 1-392-07_S4_C2
3002,ESC_LA5741AA_AS.fasta,Escherichia coli ATCC BAA-2215
3003,ESC_IA2388AA_AS.fasta,Escherichia coli FRIK2001
3004,ESC_GA9693AA_AS.fasta,Escherichia coli O157:H7 str. TW14313
3005,ESC_LA6364AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2093
3006,ESC_HA7395AA_AS.fasta,Escherichia coli
3007,ESC_IA8069AA_AS.fasta,Escherichia coli O157:H7 str. 1125
3008,ESC_GA2775AA_AS.fasta,Escherichia coli O157:H7 str. 08-4169
3009,ESC_NA8316AA_AS.fasta,Escherichia coli
3010,ESC_HA4846AA_AS.fasta,Escherichia coli O157:H7
3011,ESC_OA0009AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2113
3012,ESC_KA7781AA_AS.fasta,Escherichia coli
3013,ESC_HA7432AA_AS.fasta,Escherichia coli KTE74
3014,ESC_KA4405AA_AS.fasta,Escherichia coli NE1487
3015,ESC_HA8640AA_AS.fasta,Escherichia coli
3016,ESC_HA4839AA_AS.fasta,Escherichia coli O157:H7
3017,ESC_GA9111AA_AS.fasta,Escherichia coli C9_92
3018,ESC_GA4761AA_AS.fasta,Escherichia coli VR50
3019,ESC_BA1573AA_AS.fasta,Escherichia coli
3020,ESC_IA0093AA_AS.fasta,Escherichia coli
3021,ESC_FA9640AA_AS.fasta,Escherichia coli O26:H11 str. CVM10224
3022,ESC_HA6110AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3023,ESC_KA1887AA_AS.fasta,Escherichia coli NE1487
3024,ESC_LA1580AA_AS.fasta,Escherichia coli O25b:H4-ST131
3025,ESC_LA5742AA_AS.fasta,Escherichia coli 3.2608
3026,ESC_IA2236AA_AS.fasta,Escherichia coli HVH 53 (4-0631051)
3027,ESC_HA8242AA_AS.fasta,Escherichia coli
3028,ESC_CA3851AA_AS.fasta,Escherichia coli
3029,ESC_GA8979AA_AS.fasta,Escherichia coli
3030,ESC_GA9189AA_AS.fasta,Escherichia coli 99.0741
3031,ESC_GA8504AA_AS.fasta,Escherichia coli C354_03B
3032,ESC_IA1135AA_AS.fasta,Escherichia coli
3033,ESC_HA7468AA_AS.fasta,Escherichia coli 90.0091
3034,ESC_HA2666AA_AS.fasta,Escherichia coli
3035,ESC_PA0714AA_AS.fasta,Escherichia coli O157:H7 str. TW14588
3036,ESC_GA6483AA_AS.fasta,Escherichia coli ATCC BAA-2215
3037,ESC_IA0174AA_AS.fasta,"[2 seqs] NZ_CP010167.1 Escherichia coli strain H3, complete genome [...]"
3038,ESC_GA6490AA_AS.fasta,Escherichia coli
3039,ESC_HA7505AA_AS.fasta,Escherichia coli
3040,ESC_GA9102AA_AS.fasta,Escherichia coli
3041,ESC_GA9387AA_AS.fasta,Escherichia coli
3042,ESC_AA8219AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3043,ESC_IA1676AA_AS.fasta,Escherichia coli 3003
3044,ESC_GA9304AA_AS.fasta,Escherichia coli
3045,ESC_GA9421AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
3046,ESC_IA0663AA_AS.fasta,Escherichia coli 2534-86
3047,ESC_KA4386AA_AS.fasta,Escherichia coli B95
3048,ESC_GA9687AA_AS.fasta,Escherichia coli PA9
3049,ESC_CA1242AA_AS.fasta,Escherichia coli O157
3050,ESC_IA8061AA_AS.fasta,Escherichia coli O157:H7
3051,ESC_GA8844AA_AS.fasta,Escherichia coli
3052,ESC_OA9381AA_AS.fasta,Escherichia coli
3053,ESC_GA6854AA_AS.fasta,Escherichia coli
3054,ESC_IA0019AA_AS.fasta,Escherichia coli STEC O174:H2 str. 02-04446
3055,ESC_LA2130AA_AS.fasta,Escherichia coli O157:H7 str. EC4076
3056,ESC_HA8570AA_AS.fasta,Escherichia coli
3057,ESC_HA8610AA_AS.fasta,Escherichia coli D9
3058,ESC_LA1413AA_AS.fasta,Escherichia coli
3059,ESC_HA8083AA_AS.fasta,Escherichia coli O156:H25 str. 2011C-3602
3060,ESC_GA3718AA_AS.fasta,Escherichia coli
3061,ESC_GA2922AA_AS.fasta,Escherichia coli O157:H7
3062,ESC_OA0056AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
3063,ESC_IA0159AA_AS.fasta,Escherichia coli
3064,ESC_IA0026AA_AS.fasta,Escherichia coli
3065,ESC_GA3079AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3066,ESC_CA0899AA_AS.fasta,Escherichia coli FRIK1999
3067,ESC_BA2811AA_AS.fasta,Escherichia coli
3068,ESC_KA5993AA_AS.fasta,"[205 seqs] NZ_LDXI01000001.1 Escherichia coli strain 36084 36084_contig000001, whole genome shotgun sequence [...]"
3069,ESC_FA6825AA_AS.fasta,Escherichia coli
3070,ESC_HA8315AA_AS.fasta,Escherichia coli
3071,ESC_NA3252AA_AS.fasta,Escherichia coli
3072,ESC_HA1774AA_AS.fasta,Escherichia coli
3073,ESC_LA4812AA_AS.fasta,Escherichia coli B95
3074,ESC_HA3285AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3075,ESC_IA8118AA_AS.fasta,Escherichia coli TW10119
3076,ESC_FA9840AA_AS.fasta,Escherichia coli
3077,ESC_HA8605AA_AS.fasta,Escherichia coli TX1999
3078,ESC_OA1768AA_AS.fasta,Escherichia coli O157:H7 str. TW14359
3079,ESC_HA0128AA_AS.fasta,Escherichia coli
3080,ESC_IA1270AA_AS.fasta,Escherichia coli IAI1
3081,ESC_FA6069AA_AS.fasta,Escherichia coli
3082,ESC_HA4901AA_AS.fasta,Escherichia coli O157:H7
3083,ESC_BA8705AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3084,ESC_KA3974AA_AS.fasta,Escherichia coli IAI1
3085,ESC_OA0013AA_AS.fasta,Escherichia coli
3086,ESC_EA5710AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3087,ESC_HA8159AA_AS.fasta,Escherichia coli
3088,ESC_IA8173AA_AS.fasta,Escherichia coli PA5
3089,ESC_GA9167AA_AS.fasta,Escherichia coli 99.0741
3090,ESC_GA9187AA_AS.fasta,Escherichia coli
3091,ESC_HA7978AA_AS.fasta,Escherichia coli
3092,ESC_GA1396AA_AS.fasta,Escherichia coli
3093,ESC_FA6905AA_AS.fasta,Escherichia coli P12b
3094,ESC_BA5163AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
3095,ESC_HA8234AA_AS.fasta,Escherichia coli 5-172-05_S4_C2
3096,ESC_LA1419AA_AS.fasta,Escherichia coli
3097,ESC_HA1756AA_AS.fasta,Escherichia coli M718
3098,ESC_OA4187AA_AS.fasta,Escherichia coli O157:H7 str. 2011EL-2290
3099,ESC_LA5732AA_AS.fasta,Escherichia coli
3100,ESC_IA0193AA_AS.fasta,Escherichia coli
3101,ESC_HA8825AA_AS.fasta,Escherichia coli 7-233-03_S4_C1
3102,ESC_BA0829AA_AS.fasta,Escherichia coli 3-373-03_S1_C2
3103,ESC_HA8672AA_AS.fasta,Escherichia coli
3104,ESC_BA4570AA_AS.fasta,Escherichia coli O157:H7 str. 2010C-4979C1
3105,ESC_CA2007AA_AS.fasta,Escherichia coli O157:H7 str. 08-3037
3106,ESC_HA8192AA_AS.fasta,Escherichia coli 3-073-06_S4_C1
3107,ESC_CA5870AA_AS.fasta,Escherichia coli
3108,ESC_NA3249AA_AS.fasta,Escherichia coli O26:H11 str. 2010C-4430
3109,ESC_IA0113AA_AS.fasta,Escherichia coli
3110,ESC_BA8081AA_AS.fasta,Escherichia coli
3111,ESC_HA7479AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3112,ESC_IA8210AA_AS.fasta,Escherichia coli TW09098
3113,ESC_HA7993AA_AS.fasta,Escherichia coli
3114,ESC_HA4918AA_AS.fasta,Escherichia coli O157:H7
3115,ESC_GA3703AA_AS.fasta,Escherichia coli
3116,ESC_CA0319AA_AS.fasta,Escherichia coli B95
3117,ESC_IA1257AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3118,ESC_LA4790AA_AS.fasta,Escherichia coli NE1487
3119,ESC_IA8094AA_AS.fasta,Escherichia coli O157:H7 str. EC1212
3120,ESC_HA8011AA_AS.fasta,Escherichia coli
3121,ESC_CA2127AA_AS.fasta,Escherichia coli
3122,ESC_BA0057AA_AS.fasta,Escherichia coli O157
3123,ESC_HA3957AA_AS.fasta,Escherichia coli O145:H28 str. RM13514
3124,ESC_GA8865AA_AS.fasta,Escherichia coli
3125,ESC_NA9519AA_AS.fasta,Escherichia coli O157:H7 str. F7384
3126,ESC_BA3369AA_AS.fasta,Escherichia coli O157
3127,ESC_NA3240AA_AS.fasta,Escherichia coli O26:H11 str. 2009C-3689
3128,ESC_MA3595AA_AS.fasta,Escherichia coli O104:H4 str. 11-02030
3129,ESC_IA2222AA_AS.fasta,Escherichia coli 2-316-03_S4_C3
3130,ESC_GA6695AA_AS.fasta,Escherichia coli ATCC BAA-2193
3131,ESC_LA1921AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3132,ESC_HA8520AA_AS.fasta,Escherichia coli HVH 56 (4-2153033)
3133,ESC_IA8157AA_AS.fasta,Escherichia coli PA38
3134,ESC_FA6064AA_AS.fasta,Escherichia coli
3135,ESC_CA0537AA_AS.fasta,Escherichia coli
3136,ESC_HA9971AA_AS.fasta,Escherichia coli chi7122
3137,ESC_FA6060AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
3138,ESC_CA5744AA_AS.fasta,Escherichia coli
3139,ESC_HA8027AA_AS.fasta,Escherichia coli O69:H11 str. 2009C-3601
3140,ESC_HA1811AA_AS.fasta,Escherichia coli DEC7A
3141,ESC_HA7933AA_AS.fasta,Escherichia coli
3142,ESC_HA8722AA_AS.fasta,Escherichia coli
3143,ESC_LA4821AA_AS.fasta,Escherichia coli O157:H7 str. F7384
3144,ESC_HA8998AA_AS.fasta,Escherichia coli 2.3916
3145,ESC_HA5984AA_AS.fasta,Escherichia coli
3146,ESC_IA0190AA_AS.fasta,Escherichia coli
3147,ESC_CA0496AA_AS.fasta,Escherichia coli
3148,ESC_HA8048AA_AS.fasta,Escherichia coli
3149,ESC_CA6009AA_AS.fasta,Escherichia coli
3150,ESC_GA2923AA_AS.fasta,Escherichia coli O157:H7
3151,ESC_HA1750AA_AS.fasta,Escherichia coli MC6003
3152,ESC_HA8675AA_AS.fasta,Escherichia coli
3153,ESC_IA8272AA_AS.fasta,Escherichia coli
3154,ESC_LA5883AA_AS.fasta,Escherichia coli
3155,ESC_GA6394AA_AS.fasta,Escherichia coli
3156,ESC_CA3725AA_AS.fasta,Escherichia coli
3157,ESC_FA7069AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3158,ESC_KA1344AA_AS.fasta,Escherichia coli B95
3159,ESC_GA3648AA_AS.fasta,Escherichia coli
3160,ESC_KA0457AA_AS.fasta,Escherichia coli B95
3161,ESC_HA8721AA_AS.fasta,Escherichia coli 2-427-07_S1_C1
3162,ESC_CA3624AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3163,ESC_BA3707AA_AS.fasta,Escherichia coli
3164,ESC_HA7962AA_AS.fasta,Escherichia coli KTE145
3165,ESC_HA6302AA_AS.fasta,Escherichia coli
3166,ESC_AA9278AA_AS.fasta,Escherichia coli
3167,ESC_HA8768AA_AS.fasta,Escherichia coli B41
3168,ESC_IA1502AA_AS.fasta,Escherichia coli
3169,ESC_CA1489AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3170,ESC_OA0119AA_AS.fasta,Escherichia coli
3171,ESC_OA4186AA_AS.fasta,Escherichia coli O26:H11 str. 2009C-4760
3172,ESC_FA7775AA_AS.fasta,Escherichia coli
3173,ESC_HA7523AA_AS.fasta,Escherichia coli
3174,ESC_HA8821AA_AS.fasta,Escherichia coli
3175,ESC_GA6521AA_AS.fasta,Escherichia coli
3176,ESC_JA1130AA_AS.fasta,Escherichia coli KTE222
3177,ESC_HA8039AA_AS.fasta,Escherichia coli
3178,ESC_HA6290AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3179,ESC_IA2237AA_AS.fasta,Escherichia coli UMEA 3122-1
3180,ESC_HA2673AA_AS.fasta,Escherichia coli
3181,ESC_HA7976AA_AS.fasta,Escherichia coli 1-250-04_S4_C2
3182,ESC_BA0637AA_AS.fasta,Escherichia coli
3183,ESC_GA5529AA_AS.fasta,Escherichia coli O121:H19 str. 2009C-4050
3184,ESC_GA8801AA_AS.fasta,Escherichia coli
3185,ESC_HA0147AA_AS.fasta,Escherichia coli
3186,ESC_IA1295AA_AS.fasta,Escherichia coli
3187,ESC_HA8606AA_AS.fasta,Escherichia coli DEC7A
3188,ESC_IA1210AA_AS.fasta,Escherichia coli
3189,ESC_GA6896AA_AS.fasta,Escherichia coli
3190,ESC_HA4894AA_AS.fasta,Escherichia coli O157:H7
3191,ESC_HA8382AA_AS.fasta,Escherichia coli
3192,ESC_HA8737AA_AS.fasta,Escherichia coli
3193,ESC_GA8846AA_AS.fasta,Escherichia coli ONT:H33 str. C48/93
3194,ESC_GA8864AA_AS.fasta,Escherichia coli
3195,ESC_GA3711AA_AS.fasta,Escherichia coli
3196,ESC_LA5783AA_AS.fasta,Escherichia coli
3197,ESC_FA6852AA_AS.fasta,Escherichia coli UMEA 3718-1
3198,ESC_GA3063AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3199,ESC_GA9401AA_AS.fasta,Escherichia coli
3200,ESC_GA8793AA_AS.fasta,Escherichia coli 99.0741
3201,ESC_FA9657AA_AS.fasta,Escherichia coli
3202,ESC_GA9454AA_AS.fasta,Escherichia coli
3203,ESC_HA8774AA_AS.fasta,Escherichia coli
3204,ESC_HA7428AA_AS.fasta,Escherichia coli
3205,ESC_HA1743AA_AS.fasta,Escherichia coli KTE104
3206,ESC_AA8076AA_AS.fasta,Escherichia coli EC1863
3207,ESC_HA8414AA_AS.fasta,Escherichia coli
3208,ESC_GA9695AA_AS.fasta,Escherichia coli PA9
3209,ESC_BA4451AA_AS.fasta,Escherichia coli
3210,ESC_CA2232AA_AS.fasta,Escherichia coli C354_03B
3211,ESC_HA6286AA_AS.fasta,Escherichia coli O157:H7 str. Sakai
3212,ESC_FA8272AA_AS.fasta,Escherichia coli
3213,ESC_CA0741AA_AS.fasta,Escherichia coli
3214,ESC_PA1917AA_AS.fasta,Escherichia coli
3215,ESC_CA4873AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3216,ESC_KA6034AA_AS.fasta,Escherichia coli
3217,ESC_GA9008AA_AS.fasta,Escherichia coli 1-250-04_S4_C2
3218,ESC_CA4643AA_AS.fasta,Escherichia coli
3219,ESC_HA8280AA_AS.fasta,Escherichia coli
3220,ESC_BA9731AA_AS.fasta,Escherichia coli PA33
3221,ESC_HA8144AA_AS.fasta,Escherichia coli
3222,ESC_HA8198AA_AS.fasta,Escherichia coli
3223,ESC_CA4695AA_AS.fasta,Escherichia coli PA5
3224,ESC_GA2939AA_AS.fasta,Escherichia coli 3.4870
3225,ESC_GA2932AA_AS.fasta,Escherichia coli FDA504
3226,ESC_LA2131AA_AS.fasta,Escherichia coli O157:H7
3227,ESC_GA6502AA_AS.fasta,Escherichia coli FRIK2001
3228,ESC_IA1467AA_AS.fasta,Escherichia coli C354_03B
3229,ESC_LA1577AA_AS.fasta,Escherichia coli O25b:H4-ST131
3230,ESC_HA0314AA_AS.fasta,Escherichia coli EC4421
3231,ESC_FA8159AA_AS.fasta,Escherichia coli O157:H7 str. F8092B
3232,ESC_LA5734AA_AS.fasta,Escherichia coli O26:H11 str. 2010C-4430
3233,ESC_HA5975AA_AS.fasta,Escherichia coli 1-176-05_S3_C2
3234,ESC_IA8092AA_AS.fasta,Escherichia coli 95.0943
3235,ESC_GA9257AA_AS.fasta,Escherichia coli
3236,ESC_HA8541AA_AS.fasta,Escherichia coli
3237,ESC_CA6043AA_AS.fasta,Escherichia coli
3238,ESC_HA9002AA_AS.fasta,Escherichia coli
3239,ESC_HA8386AA_AS.fasta,Escherichia coli
3240,ESC_HA4829AA_AS.fasta,Escherichia coli O157:H7
3241,ESC_BA1043AA_AS.fasta,Escherichia coli
3242,ESC_HA8379AA_AS.fasta,Escherichia coli TOP2396-3
3243,ESC_AA9724AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3244,ESC_HA3582AA_AS.fasta,Escherichia coli O121:H19 str. 2011C-3609
3245,ESC_GA9087AA_AS.fasta,Escherichia coli FVEC1412
3246,ESC_HA7494AA_AS.fasta,Escherichia coli B95
3247,ESC_LA5481AA_AS.fasta,Escherichia coli O157:H7 str. EC4076
3248,ESC_HA2698AA_AS.fasta,Escherichia coli
3249,ESC_BA1929AA_AS.fasta,Escherichia coli O157:H7 str. H093800014
3250,ESC_HA7473AA_AS.fasta,Escherichia coli
3251,ESC_HA0895AA_AS.fasta,Escherichia coli 3-475-03_S1_C2
3252,ESC_BA0431AA_AS.fasta,Escherichia coli
3253,ESC_HA7921AA_AS.fasta,Escherichia coli
3254,ESC_CA1981AA_AS.fasta,Escherichia coli
3255,ESC_GA6893AA_AS.fasta,Escherichia coli 2-222-05_S3_C3
3256,ESC_FA8273AA_AS.fasta,Escherichia coli
3257,ESC_CA6742AA_AS.fasta,Escherichia coli
3258,ESC_HA3954AA_AS.fasta,Escherichia coli ATCC BAA-2215
3259,ESC_HA5867AA_AS.fasta,Escherichia coli
3260,ESC_FA6019AA_AS.fasta,Escherichia coli
3261,ESC_GA9452AA_AS.fasta,Escherichia coli
3262,ESC_IA0191AA_AS.fasta,Escherichia coli
3263,ESC_HA9920AA_AS.fasta,Escherichia coli
3264,ESC_CA2629AA_AS.fasta,Escherichia coli 3.4870
3265,ESC_OA5487AA_AS.fasta,Escherichia coli
3266,ESC_KA7569AA_AS.fasta,Escherichia coli O111:NM str. 2010C-3977
3267,ESC_IA2224AA_AS.fasta,Escherichia coli
3268,ESC_LA1535AA_AS.fasta,Escherichia coli
